node,type,degree,in_degree,out_degree,betweenness,closeness,pagerank,kcore,community
PIK3CG,protein,2,,,0.0,0.009473902216827037,0.0013443873538238672,2,2
PLEC,protein,1,,,0.0,0.01041408825791082,0.000333464281761929,1,2
PPIA,protein,1,,,0.0,0.010300992095549395,0.00039169920572569285,1,2
USF2,protein,1,,,0.0,0.009573239787196689,0.0007993436734720395,1,2
NFATC3,protein,1,,,0.0,0.0005252100840336134,0.0012021572584760335,1,9
CXCR5,receptor,4,,,4.0623984400389986e-05,0.0009191176470588235,0.004365682892701373,1,9
ELF1,protein,2,,,0.0,0.007925256931017798,0.001043700963097053,2,3
CYBB,protein,1,,,0.0,0.010422325314400755,0.00036817546366726115,1,0
DAB2IP,protein,1,,,0.0,0.008311670290196613,0.0005460905072598463,1,5
DBNL,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
DCN,protein,2,,,0.02410267139305165,0.010521287811181789,0.0003856170222190938,2,0
DDX5,protein,1,,,0.0,0.008813991790334501,0.0005122208023002491,1,0
TUBB,protein,2,,,0.0,0.01030905114673108,0.001236094972899175,2,1
SFTPD,protein,2,,,0.02410267139305165,0.010521287811181789,0.0003856170222190938,2,0
TSC1,protein,1,,,0.0,0.006925663819230265,0.002049380672975558,1,15
ILF3,protein,1,,,0.0,0.008813991790334501,0.0005122208023002491,1,0
ECH1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
EEF2,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
ELOF1,protein,1,,,0.0,0.00952331196176097,0.000279564675767889,1,6
ETS2,protein,1,,,0.0,0.00952331196176097,0.000279564675767889,1,6
IL15,cytokine,1,,,0.0,0.01005415235260152,0.00034461263425135223,1,3
KRT85,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
EIF1,protein,1,,,0.0,0.00978890004984044,0.0003295765901591776,1,3
GFI1,protein,1,,,0.0,0.006421077004601047,0.0021356396816289004,1,0
MSN,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
ELOVL1,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
MYH9,protein,1,,,0.0,0.010203548530458184,0.0003013916956259142,1,4
TRIP6,protein,1,,,0.0,0.009777710043165333,0.0006470137812745491,1,0
ENO2,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
ERC1,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
PEBP1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
F2RL1,protein,1,,,0.0,0.010427898273567032,0.00028395013707408157,1,4
FYN,protein,1,,,0.0,0.009512349394824851,0.0003048310318989712,1,1
GATA1,protein,2,,,0.020919274659728034,0.009843845014584738,0.0003726064899028614,2,3
GATA2,protein,1,,,0.0,0.009357528614685673,0.000318259257541849,1,3
FCGR2A,protein,1,,,0.0,0.009344973470105667,0.000679502673926068,1,0
MZF1,protein,1,,,0.0,0.010144526755770973,0.00032014861514571,1,0
LGALS3BP,protein,1,,,0.0,0.0009191176470588235,0.001834862385321101,1,16
YWHAG,protein,1,,,0.0,0.00936777703684029,0.000538972592736002,1,2
FREM1,protein,1,,,0.0,0.009418629856316222,0.0003016763484961027,1,3
PRKCD,protein,1,,,0.0,0.008772914598235738,0.0004445175762117159,1,5
IL13,cytokine,1,,,0.0,0.010280140764187429,0.0003005233678552638,1,3
IL2RA,receptor,17,,,0.0551111604379805,0.010210386510625193,0.009018160956152523,4,3
IL5,cytokine,1,,,0.0,0.0006684491978609625,0.0015756060545138494,1,12
GLI2,protein,1,,,0.0,0.008943335887046737,0.0004743343420314613,1,8
GPR75-ASB3,protein,1,,,0.0,0.008217943868430106,0.0003846501975913195,1,5
IL6ST,protein,1,,,0.0,0.008389619463499613,0.0018680692316645339,1,8
PTK2,protein,1,,,0.0,0.009467095591804751,0.0006295375063977976,1,0
