node,type,degree,in_degree,out_degree,betweenness,closeness,pagerank,kcore,community
TRAP1,protein,2,,,0.0,0.008485405710050176,0.0012024299244293806,2,0
IL1A,protein,2,,,0.00016351153721156972,0.00937750679699088,0.0005849693623515356,2,3
TF,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
HLA-DRA,protein,1,,,0.0,0.01053811641375452,0.0003217024107327132,1,0
HMGA1,protein,1,,,0.0,0.007911111116413853,0.0006420731762349988,1,3
STAT6,protein,1,,,0.0,0.009852996157842304,0.000351111387969461,1,3
VIM,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
HNRNPA1,protein,1,,,0.0,0.008813991790334501,0.0005122208023002491,1,0
HSP90AB1,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
HSP90B1,protein,3,,,0.0,0.010186280757210222,0.0006517003878231633,3,0
HSPA14,protein,1,,,0.0,0.010427898273567032,0.00028395013707408157,1,4
HSPA1A,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
HSPA5,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
HSPA9,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
PLP2,protein,1,,,0.0,0.009442709092856232,0.00031655461204985343,1,3
TTR,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
STAT4,protein,2,,,0.0,0.008955327796229987,0.0008531214775984029,2,3
IL2RG,receptor,11,,,0.2985159129927776,0.010455180045512802,0.002718576087531587,4,1
IL13RA1,protein,2,,,0.0,0.010280140764187429,0.0006043372830166495,2,1
TICAM2,protein,1,,,0.0,0.0010803815789199262,0.007147203427220231,1,4
IL1R1,receptor,17,,,0.014797512006644278,0.00960946775233272,0.010193376304860129,4,3
IL1R2,receptor,5,,,0.021953878236377424,0.009379310822845903,0.0013770071877566904,2,3
IL1RAP,receptor,11,,,0.035639985736467705,0.009561224425053987,0.0018223147843921973,4,0
IRAK4,protein,5,,,0.0040532096816627275,0.010339001524352211,0.0016149288619336762,4,0
TMED7,protein,4,,,0.0,0.009785560000047227,0.0011261604134707288,4,0
IL21,cytokine,1,,,0.0,0.009909067840379515,0.0003412758610941187,1,1
IL3,cytokine,1,,,0.0,0.006187288457604925,0.00044634302844688534,1,0
POU2F1,protein,1,,,0.0,0.0005252100840336134,0.0012021572584760335,1,9
PXN,protein,1,,,0.0,0.009467095591804751,0.0006295375063977976,1,0
IL5RA,receptor,2,,,6.770664066731665e-06,0.0010504201680672268,0.002678469221114525,1,12
ZFP91,protein,1,,,0.0,0.008697325149086697,0.0010716492947313496,1,8
IL7,cytokine,2,,,0.26510535153287834,0.010175863163348491,0.00035766823453573394,2,1
PDIA3,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PSME1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PSME2,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBA3C,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBA8,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBB6,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
IL9R,receptor,1,,,0.0,0.009353040763565003,0.0002976201763675323,1,1
SIGIRR,protein,2,,,0.0,0.00954269745908972,0.0004682251133490785,2,4
VASP,protein,1,,,0.0,0.00936777703684029,0.000538972592736002,1,2
RNF216,protein,2,,,0.0,0.008935959601949284,0.0004382226865858036,2,4
ITGA4,protein,1,,,0.0,0.010190325973629982,0.00044993412968945663,1,2
JAK1,protein,5,,,0.014197647290960583,0.009541203465475897,0.0018824277946072818,3,1
KRT31,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
KRT36,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
KRT8,protein,1,,,0.0,0.008668562414564531,0.0003025845677464538,1,5
KRT82,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
TNFRSF14,receptor,3,,,0.004126719748672949,0.009029632105092287,0.0023408362195772277,2,1
LY86,protein,2,,,0.0034801213303000756,0.00999069581726133,0.0006965676337775952,1,4
LYAR,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
MAL,protein,1,,,0.0,0.010203548530458184,0.0003013916956259142,1,4
TXN,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TAB3,protein,1,,,0.0,0.008041597213867404,0.0004830823307227436,1,4
TNFRSF11A,receptor,5,,,0.0011769671036001884,0.00809836645818901,0.0012453694978668889,3,0
MAPKAP1,protein,2,,,0.017062073448163795,0.009216543902197638,0.000428261491875662,2,5
MIR29A,protein,1,,,0.0,0.009868951780947188,0.0003805963227049005,1,0
PFN1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
UBQLN1,protein,1,,,0.0,0.010094955190540685,0.0003101124749018305,1,4
MYL6,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
NEU1,protein,3,,,0.06869639890947174,0.010490725048034447,0.00046479388976700944,3,4
NOX4,protein,1,,,0.0,0.01031450359402456,0.00029267091634999786,1,4
NSFL1C,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TREM1,protein,1,,,0.0,0.010427898273567032,0.00028395013707408157,1,4
TLR5,receptor,8,,,0.02099950980963329,0.010451593977927305,0.0013212497378618671,4,0
TFG,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
TNFSF15,protein,1,,,0.0,0.001838235294117647,0.001834862385321101,1,17
RALBP1,protein,2,,,0.0,0.009312665098129103,0.0005493841942903926,2,5
TNFRSF10C,receptor,1,,,0.0,8.355614973262032e-05,0.001834862385321101,1,18
RXRA,protein,1,,,0.0,0.0005252100840336134,0.0012021572584760335,1,9
RPSA,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
RPS27A,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
VCL,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
SFTPA1,protein,2,,,0.0,0.010422325314400755,0.00042050013932275914,2,4
SFTPA2,protein,1,,,0.0,0.009884558346491625,0.0003275540334536632,1,4
SNAPIN,protein,1,,,0.0,0.01053811641375452,0.0003217024107327132,1,0
SRI,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
VRK3,protein,1,,,0.0,0.0004263833904406009,0.0021220748129004933,1,6
TNFRSF1B,receptor,10,,,0.014614478388040298,0.008829954828984025,0.008904003661190252,3,5
TNFSF12,protein,1,,,0.0,0.001838235294117647,0.001834862385321101,1,19
TNFRSF13C,receptor,4,,,0.024388778301375796,0.009214453627456539,0.001063922274134212,3,0
TNFRSF17,receptor,3,,,0.0,0.007597960913264445,0.002147058960936382,3,0
TNFRSF18,receptor,3,,,0.0005492298208417805,0.00850524145425663,0.0005491198225738075,3,0
TNFRSF25,receptor,1,,,0.0,0.001838235294117647,0.001834862385321101,1,17
TNFRSF4,receptor,7,,,0.005213411331383382,0.007454603160183984,0.0025237491468782817,4,0
TNFRSF8,receptor,4,,,0.0033582493770989057,0.007954739041970188,0.0009344674997629295,4,0
TNFRSF9,receptor,6,,,0.0017332900010833061,0.007451982512531187,0.0022520369018023015,4,0
TPM3,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TPM4,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBA1A,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBA1B,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBA1C,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBA4A,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
UBA1,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
CCL21,cytokine,1,,,0.0,0.0010848601735776277,0.0008390230188021043,1,7
IL6R,receptor,5,,,0.013879861336799913,0.009028461618902481,0.0044521948846297146,1,8
PDIA6,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PHB2,protein,1,,,0.0,0.009872149108701917,0.000624638901580748,1,2
VCP,protein,3,,,0.055465441240953074,0.010087853421939848,0.0014298023254865548,2,1
GORASP2,protein,1,,,0.0,0.010123462539085401,0.00031897755451155334,1,0
CD40LG,protein,1,,,0.0,0.009106710422368696,0.0005479947262299755,1,0
CEBPA,protein,1,,,0.0,0.00952331196176097,0.000279564675767889,1,6
MAPRE1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
APH1A,protein,1,,,0.0,0.008987022228246136,0.000682927821572042,1,2
APRT,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
CD74,receptor,3,,,0.006953471996533419,0.008721596319964811,0.00331854085821744,1,10
ARFGEF2,protein,1,,,0.0,0.009380213096089598,0.0003260158233222304,1,5
ARPC3,protein,1,,,0.0,0.00936777703684029,0.000538972592736002,1,2
USF1,protein,1,,,0.0,0.009573239787196689,0.0007993436734720395,1,2
PSMD2,protein,1,,,0.0,0.008701360958796967,0.0012046904164891245,1,0
RAP1A,protein,1,,,0.0,8.355614973262032e-05,0.001834862385321101,1,18
BSG,protein,1,,,0.0,0.008987022228246136,0.000682927821572042,1,2
C4B,protein,1,,,0.0,0.010123042146969663,0.0005468712466708135,1,0
TNFRSF13B,receptor,7,,,0.0034801213303000756,0.0067357347943183795,0.00575344293760869,4,0
CD247,receptor,6,,,0.02571024266060023,0.009889370301873285,0.002857748909947608,2,2
CCR6,receptor,2,,,0.0034801213303000756,0.009455711795394832,0.0016178133166135623,1,20
DEFB103B,protein,1,,,0.0,0.009547556171200488,0.0003331394716499908,1,3
DEFB106A,protein,1,,,0.0,0.009844838880567674,0.0002897068862611216,1,3
CCR9,receptor,2,,,5.642220055609721e-07,0.003243322418275001,0.0024870596717191562,2,3
CCS,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
CCT3,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
CD47,receptor,2,,,0.0034801213303000756,0.009348198716922055,0.0010515893355606412,1,0
CD55,receptor,1,,,0.0,0.009344973470105667,0.000679502673926068,1,0
FCGR1A,protein,1,,,0.0,0.009344973470105667,0.000679502673926068,1,0
FCGR3A,protein,1,,,0.0,0.009344973470105667,0.000679502673926068,1,0
CD164,receptor,2,,,0.0,0.010190325973629982,0.0022415806550774207,2,3
CD2,receptor,1,,,0.0,0.00930200438597968,0.00031831949161203766,1,1
PTPRC,protein,1,,,0.0,0.009597361336266791,0.00038653092057596816,1,0
CD244,receptor,1,,,0.0,0.007910854387187295,0.0011487133628820749,1,0
PDCD1,protein,1,,,0.0,0.0003676470588235294,0.001834862385321101,1,21
CD28,receptor,1,,,0.0,0.00970240708223588,0.0004602038767213692,1,0
CD37,receptor,1,,,0.0,0.010094746172274736,0.0003938272001699992,1,0
HYAL2,protein,1,,,0.0,0.010338124594621564,0.0004611264215577474,1,2
ROCK1,protein,1,,,0.0,0.010338124594621564,0.0004611264215577474,1,2
CD48,receptor,1,,,0.0,0.009294024855738933,0.000846527443624488,1,2
FLI1,protein,1,,,0.0,0.0061749069846794786,0.0006768571446602194,1,3
CD7,receptor,1,,,0.0,0.008867212699968225,0.00039013638130182504,1,1
CD80,receptor,1,,,0.0,0.00045955882352941176,0.001834862385321101,1,14
CD84,receptor,1,,,0.0,0.007910854387187295,0.0011487133628820749,1,0
FLNA,protein,2,,,0.0,0.008486291898876485,0.0012656443194690625,2,0
SP3,protein,1,,,0.0,0.010190325973629982,0.00044993412968945663,1,2
CLIC1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
EZR,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
CNPY3,protein,1,,,0.0,0.01031450359402456,0.00029267091634999786,1,4
DROSHA,protein,1,,,0.0,0.008813991790334501,0.0005122208023002491,1,0
ILF2,protein,1,,,0.0,0.008813991790334501,0.0005122208023002491,1,0
P4HB,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
SOD2,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
FUT7,protein,1,,,0.0,0.008303742819129219,0.0008636368435783561,1,0
CXCL12,cytokine,1,,,0.0,0.01041408825791082,0.000333464281761929,1,2
NCSTN,protein,1,,,0.0,0.008987022228246136,0.000682927821572042,1,2
TMED2,protein,1,,,0.0,0.008987022228246136,0.000682927821572042,1,2
DNAH5,protein,1,,,0.0,0.00936777703684029,0.000538972592736002,1,2
NIPSNAP1,protein,1,,,0.0,0.00936777703684029,0.000538972592736002,1,2
PPP2R1A,protein,1,,,0.0,0.009653801870826545,0.00034116516653262443,1,2
CXCR3,receptor,3,,,0.0006042817679558011,0.009366697198562044,0.0028222756473446,2,3
CXCR6,receptor,2,,,5.642220055609721e-07,0.003243322418275001,0.0024870596717191562,2,3
DGCR8,protein,1,,,0.0,0.008813991790334501,0.0005122208023002491,1,0
DHX36,protein,1,,,0.0,0.008480682493735375,0.0006772368336888717,1,0
DHX8,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
ECHS1,protein,2,,,0.0,0.008486291898876485,0.0012656443194690625,2,0
ENO1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
STK11IP,protein,1,,,0.0,0.0010803815789199262,0.007147203427220231,1,4
ERP29,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBB4B,protein,2,,,0.0,0.01030905114673108,0.001236094972899175,2,1
F13A1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
IL1RL1,receptor,5,,,0.000281546780774925,0.009478691108996674,0.0030215133140170246,4,3
IL1RL2,receptor,2,,,5.642220055609721e-07,0.003243322418275001,0.0024870596717191562,2,3
GLDC,protein,1,,,0.0,0.008303742819129219,0.0008636368435783561,1,0
GSN,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
GSTP1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBB3,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
HSPA1L,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
HSPA6,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PRDX3,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
IL1RN,receptor,2,,,0.00016351153721156972,0.00937750679699088,0.0005849693623515356,2,3
ITGA2B,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
LGALSL,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
MTPN,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
MYL1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
MYL3,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
NAPA,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PARK7,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PDLIM1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PLEK,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PRDX2,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PRDX6,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
PSMA5,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
SH3BGRL,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TAGLN2,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBB1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBB2A,protein,2,,,0.0,0.01030905114673108,0.001236094972899175,2,1
TUBB4A,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
TUBBP1,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
ZYX,protein,1,,,0.0,0.0045885814467713825,0.001096675814095531,1,1
MIR21,protein,1,,,0.0,0.009868951780947188,0.0003805963227049005,1,0
LTA,protein,2,,,0.007572987758639367,0.009203495221851342,0.00037571425597008126,2,5
LUC7L3,protein,1,,,0.0,0.008303742819129219,0.0008636368435783561,1,0
MARCKSL1,protein,1,,,0.0,0.01030905114673108,0.0004146485166018091,1,0
MIR105-1,protein,1,,,0.0,0.01053811641375452,0.0003217024107327132,1,0
MIRLET7B,protein,1,,,0.0,0.010427898273567032,0.00028395013707408157,1,4
TNFRSF12A,receptor,1,,,0.0,0.001838235294117647,0.001834862385321101,1,19
TNFSF4,protein,1,,,0.0,0.007172746952897559,0.00035021799220364715,1,0
Macrophage,cell,2,,,0.05718502680996575,0.010529467980095304,0.0003034333776763537,2,0
Dendritic_cell,cell,2,,,0.05718502680996575,0.010529467980095304,0.0003034333776763537,2,0
T_cell,cell,1,,,0.0,0.01040542003803976,0.00029471259840043736,1,0
B_cell,cell,1,,,0.0,0.01040542003803976,0.00029471259840043736,1,0
Pathogen,,1,,,0.0,0.010427898273567032,0.00028395013707408157,1,4
