node,type,degree,in_degree,out_degree,betweenness,closeness,pagerank,kcore,community
PABPC1,protein,1,,,0.0,0.006644175309585623,0.0008875151226730161,1,0
TBP,protein,3,,,0.0,0.006391124119503809,0.0013700631139489455,3,0
MIR187,protein,1,,,0.0,0.007124300130736469,0.00048238656030615836,1,0
MIR203A,protein,2,,,0.023013127783728094,0.006996359451747541,0.0011886038430680554,2,5
PPP1R12C,protein,1,,,0.0,0.005577877308826322,0.00047906527078761123,1,3
SSSCA1,protein,1,,,0.0,0.00031033994917309876,0.0055131577099214926,1,3
TIAL1,protein,1,,,0.0,0.006981351010020066,0.0005609000843921556,1,0
TNFRSF1B,receptor,1,,,0.0,0.0017197006122829008,0.008862417077490626,1,0
CSF1,cytokine,2,,,1.7558337576598247e-05,0.0013149243918474686,0.004316482218999217,1,10
CCL21,cytokine,3,,,0.032563839189038934,0.006874986111139169,0.0017032837948288088,3,1
KHDRBS1,protein,1,,,0.0,0.00668595216984013,0.0007618570278700391,1,0
IL6R,receptor,1,,,0.0,0.006894257785984766,0.00047140205396101583,1,4
CXCL13,cytokine,1,,,0.0,0.006557760866101363,0.0010572328530319144,1,1
IFNA4,cytokine,3,,,0.011474373606306954,0.006011668267202039,0.004497686944573496,1,12
CEBPA,protein,1,,,0.0,0.002379642739799592,0.0004557038206756252,1,0
SDC1,protein,1,,,0.0,0.007031477905598438,0.0005315725939757668,1,0
SH3GL2,protein,1,,,0.0,0.0003587115673412783,0.01846572156262763,1,4
PARP1,protein,1,,,0.0,0.006008529131931409,0.00098712267619001,1,1
UNC119,protein,1,,,0.0,0.000358150527252828,0.002119837686437374,1,6
GTF2B,protein,1,,,0.0,0.006391124119503809,0.0007112830739893795,1,0
MYB,protein,2,,,0.0,0.006910820212188199,0.0008080438241926081,2,0
HIST3H3,protein,1,,,0.0,0.00540232648287909,0.0017633271914640934,1,0
C14orf1,protein,1,,,0.0,0.000358150527252828,0.002119837686437374,1,6
CR2,protein,1,,,0.0,0.006668653994958522,0.0005234195728444884,1,0
CRMP1,protein,1,,,0.0,0.000358150527252828,0.002119837686437374,1,6
PITPNM3,protein,1,,,0.0,0.006785505014793522,0.00044488352362452566,1,6
CCR6,receptor,1,,,0.0,0.006698323266370604,0.000936768513035517,1,1
FPR2,protein,1,,,0.0,0.006567519040980595,0.0005670500045297773,1,1
FCGR1A,protein,1,,,0.0,0.006294973801579189,0.0004452794154914107,1,3
MAGEA11,protein,1,,,0.0,0.0003117645655689321,0.007732166547106907,1,7
ILF2,protein,2,,,0.0,0.00673796660418734,0.0012057820278164545,2,0
IFNA14,cytokine,6,,,3.5116675153196497e-06,0.006817523627508538,0.002759826504827158,5,0
IFNA7,cytokine,4,,,3.5116675153196497e-06,0.006306679764175349,0.0022500324368387326,4,0
SYNCRIP,protein,1,,,0.0,0.006644175309585623,0.0008875151226730161,1,0
PROX1,protein,1,,,0.0,0.0069842264228485405,0.0004746273214506219,1,0
CXCL12,cytokine,2,,,0.005750355556335926,0.005865026197117014,0.0014931337805100507,1,1
CXCL14,cytokine,2,,,0.005750355556335926,0.006761439405519843,0.003533809056730906,1,13
MMP8,protein,2,,,0.0,0.006606843889439897,0.0011608235797495891,2,1
EHMT1,protein,1,,,0.0,0.005201468294734203,0.0019686196243788143,1,0
RPS3,protein,2,,,0.0,0.006221913545225769,0.001800762456962956,2,0
CYP2E1,protein,1,,,0.0,0.007007772514190579,0.0004811178735594201,1,0
DMRTB1,protein,1,,,0.0,0.00031033994917309876,0.0055131577099214926,1,3
FOXK2,protein,1,,,0.0,0.006932232052680381,0.0005406766061460284,1,0
FOXP3,protein,1,,,0.0,0.006932232052680381,0.0005406766061460284,1,0
IL1RL1,receptor,1,,,0.0,0.006509927849196356,0.0020636726299991166,1,2
