#unique_identifier_A	unique_identifier_B	alt_identifier_A	alt_identifier_B	alias_A	alias_B	interaction_detection_method	author	pmid	ncbi_taxid_A	ncbi_taxid_B	interaction_type	source_database	idinteraction_in_source_db	confidence_score	expansion_method	biological_role_A	biological_role_B	exp_role_A	exp_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_interaction	annotations_A	annotations_B	annotations_interaction	ncbi_taxid_host_organism	parameters_interaction	creation_date	update_date	checksum_A	checksum_B	checksum_interaction	negative	features_A	features_B	stoichiometry_A	stoichiometry_B	participant_identification_method_A	participant_identification_method_B
innatedb:IDBG-40102	innatedb:IDBG-73673	ensembl:ENSG00000175104	ensembl:ENSG00000131080	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_068555|uniprotkb:Q9HAV5|uniprotkb:TNR27_HUMAN|refseq:NP_001186616|refseq:NP_001229239|hgnc:EDA2R(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Sinha et al. (2002)	pubmed:12270937	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113264	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-78904	ensembl:ENSG00000175104	ensembl:ENSG00000101017	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_001241|uniprotkb:P25942|uniprotkb:TNR5_HUMAN|refseq:NP_690593|hgnc:CD40(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Schwandner et al. (2000)	pubmed:10748240	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113265	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-78904	ensembl:ENSG00000175104	ensembl:ENSG00000101017	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_001241|uniprotkb:P25942|uniprotkb:TNR5_HUMAN|refseq:NP_690593|hgnc:CD40(display_short)	psi-mi:"MI:0059"(gst pull down)	Tsukamoto et al. (1999)	pubmed:9990007	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113266	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-78904	ensembl:ENSG00000175104	ensembl:ENSG00000101017	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_001241|uniprotkb:P25942|uniprotkb:TNR5_HUMAN|refseq:NP_690593|hgnc:CD40(display_short)	psi-mi:"MI:0059"(gst pull down)	Davies et al. (2005)	pubmed:16260598	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113267	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-54829	ensembl:ENSG00000175104	ensembl:ENSG00000006062	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_003945|uniprotkb:Q99558|hgnc:MAP3K14(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Mochida et al. (2000)	pubmed:10921914	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113268	lpr:13|hpr:13|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Takaesu et al. (2000)	pubmed:10882101	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113269	lpr:18|hpr:18|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Takaesu et al. (2000)	pubmed:10882101	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113270	lpr:18|hpr:18|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Takaesu et al. (2001)	pubmed:11259596	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113271	lpr:15|hpr:15|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ishitani et al. (2003)	pubmed:14633987	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113272	lpr:32|hpr:32|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Mochida et al. (2000)	pubmed:10921914	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113273	lpr:13|hpr:13|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hirata et al. (2006)	pubmed:16517750	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113274	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-94374	ensembl:ENSG00000175104	ensembl:ENSG00000135341	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:M3K7_HUMAN|refseq:NP_663304|uniprotkb:O43318|refseq:NP_003179|refseq:NP_663306|refseq:NP_663305|hgnc:MAP3K7(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Mizukami et al. (2002)	pubmed:11809792	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113275	lpr:13|hpr:13|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-57653	ensembl:ENSG00000175104	ensembl:ENSG00000064300	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_002498|uniprotkb:P08138|uniprotkb:TNR16_HUMAN|hgnc:NGFR(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Wooten et al. (2001)	pubmed:11244088	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113276	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-97033	ensembl:ENSG00000175104	ensembl:ENSG00000118503	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:P21580|uniprotkb:TNAP3_HUMAN|refseq:NP_001257436|refseq:NP_001257437|refseq:NP_006281|hgnc:TNFAIP3(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Heyninck et al. (1999)	pubmed:9928991	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113277	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-7478	innatedb:IDBG-40102	ensembl:ENSG00000139946	ensembl:ENSG00000175104	refseq:NP_067078|uniprotkb:PELI2_HUMAN|uniprotkb:Q9HAT8|hgnc:PELI2(display_short)	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jensen et al. (2003)	pubmed:12804775	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113278	lpr:9|hpr:9|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-53855	ensembl:ENSG00000175104	ensembl:ENSG00000197329	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_065702|uniprotkb:PELI1_HUMAN|uniprotkb:Q96FA3|hgnc:PELI1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jensen et al. (2003)	pubmed:12804775	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113279	lpr:9|hpr:9|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-53855	ensembl:ENSG00000175104	ensembl:ENSG00000197329	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	refseq:NP_065702|uniprotkb:PELI1_HUMAN|uniprotkb:Q96FA3|hgnc:PELI1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Choi et al. (2006)	pubmed:16951688	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113280	lpr:18|hpr:18|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	-
innatedb:IDBG-75811	innatedb:IDBG-82738	ensembl:ENSG00000150455	ensembl:ENSG00000136869	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	refseq:NP_612564|refseq:NP_612567|uniprotkb:O00206|uniprotkb:TLR4_HUMAN|refseq:NP_003257|hgnc:TLR4(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fitzgerald et al. (2003)	pubmed:14517278	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113281	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-75811	innatedb:IDBG-82738	ensembl:ENSG00000150455	ensembl:ENSG00000136869	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	refseq:NP_612564|refseq:NP_612567|uniprotkb:O00206|uniprotkb:TLR4_HUMAN|refseq:NP_003257|hgnc:TLR4(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Horng et al. (2001)	pubmed:11526399	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113282	lpr:9|hpr:9|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-75811	innatedb:IDBG-82738	ensembl:ENSG00000150455	ensembl:ENSG00000136869	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	refseq:NP_612564|refseq:NP_612567|uniprotkb:O00206|uniprotkb:TLR4_HUMAN|refseq:NP_003257|hgnc:TLR4(display_short)	psi-mi:"MI:0059"(gst pull down)	Horng et al. (2001)	pubmed:11526399	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113283	lpr:9|hpr:9|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-75811	innatedb:IDBG-82738	ensembl:ENSG00000150455	ensembl:ENSG00000136869	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	refseq:NP_612564|refseq:NP_612567|uniprotkb:O00206|uniprotkb:TLR4_HUMAN|refseq:NP_003257|hgnc:TLR4(display_short)	psi-mi:"MI:0059"(gst pull down)	Doyle et al. (2003)	pubmed:12646618	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113284	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-25713	innatedb:IDBG-75811	ensembl:ENSG00000172936	ensembl:ENSG00000150455	refseq:NP_002459|refseq:NP_001166039|refseq:NP_001166038|uniprotkb:MYD88_HUMAN|refseq:NP_001166040|uniprotkb:Q99836|refseq:NP_001166037|hgnc:MYD88(display_short)	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Horng et al. (2001)	pubmed:11526399	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113285	lpr:9|hpr:9|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-25713	innatedb:IDBG-75811	ensembl:ENSG00000172936	ensembl:ENSG00000150455	refseq:NP_002459|refseq:NP_001166039|refseq:NP_001166038|uniprotkb:MYD88_HUMAN|refseq:NP_001166040|uniprotkb:Q99836|refseq:NP_001166037|hgnc:MYD88(display_short)	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Dunne et al. (2003)	pubmed:12888566	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113286	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-25713	innatedb:IDBG-75811	ensembl:ENSG00000172936	ensembl:ENSG00000150455	refseq:NP_002459|refseq:NP_001166039|refseq:NP_001166038|uniprotkb:MYD88_HUMAN|refseq:NP_001166040|uniprotkb:Q99836|refseq:NP_001166037|hgnc:MYD88(display_short)	uniprotkb:P58753|uniprotkb:TIRAP_HUMAN|refseq:NP_683708|refseq:NP_001034750|hgnc:TIRAP(display_short)	psi-mi:"MI:0059"(gst pull down)	Dunne et al. (2003)	pubmed:12888566	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113287	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-40102	innatedb:IDBG-74417	ensembl:ENSG00000175104	ensembl:ENSG00000110395	uniprotkb:Q9Y4K3|uniprotkb:TRAF6_HUMAN|refseq:NP_004611|refseq:NP_665802|hgnc:TRAF6(display_short)	uniprotkb:CBL_HUMAN|refseq:NP_005179|uniprotkb:P22681|hgnc:CBL(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Arron et al. (2001)	pubmed:11406619	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-113288	lpr:11|hpr:11|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
